tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
1368337,tt33764258,The Odyssey,The Odyssey,en,2026-07-15,2026,0,"Adventure, Drama, Fantasy",12.0795,0.0,0,250000000,0,"Odysseus, the legendary Greek king of Ithaca, embarks on a long and perilous journey home following the Trojan War, chronicling his encounters with mythical beings such as the Cyclops Polyphemus, the Sirens, and the witch-goddess Circe, while attempting to reunite with his wife, Penelope.",Defy the gods.,Christopher Nolan,"Matt Damon, Tom Holland, Zendaya, Anne Hathaway, Lupita Nyong'o","Universal Pictures, Syncopy","United Kingdom, United States of America",,"greek mythology, based on song, poem or rhyme, greek history, peplum, ancient, epic poem, mythical",https://image.tmdb.org/t/p/w500/pe5cCoX5iIb5IWKPsbPkCwjLFHt.jpg,https://www.themoviedb.org/movie/1368337
57158,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,en,2013-12-11,2013,161,"Fantasy, Adventure, Action",12.0683,7.576,14073,250000000,958400000,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",Beyond darkness... beyond desolation... lies the greatest danger of all.,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Orlando Bloom","New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films","New Zealand, United States of America",PG-13,"gold, lake, based on novel or book, elves, dwarf, shapeshifting, mountain, giant spider, melancholy, sequel",https://image.tmdb.org/t/p/w500/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,https://www.themoviedb.org/movie/57158
49521,tt0770828,Man of Steel,Man of Steel,en,2013-06-12,2013,143,"Action, Adventure, Science Fiction",11.9854,6.641,16057,225000000,668045518,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",You are not alone.,Zack Snyder,"Henry Cavill, Amy Adams, Russell Crowe, Michael Shannon, Kevin Costner","Syncopy, Peters Entertainment, Warner Bros. Pictures, DC","United Kingdom, United States of America",PG-13,"saving the world, flying, hope, superhero, based on comic, alien planet, superhuman, alien invasion, super power, mysterious force",https://image.tmdb.org/t/p/w500/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,https://www.themoviedb.org/movie/49521
10195,tt0800369,Thor,Thor,en,2011-04-21,2011,115,"Adventure, Fantasy, Action",11.982,6.769,22202,150000000,449326618,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Courage is immortal.,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård","Marvel Studios, Marvel Entertainment",United States of America,PG-13,"new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide",https://image.tmdb.org/t/p/w500/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,https://www.themoviedb.org/movie/10195
137113,tt1631867,Edge of Tomorrow,Edge of Tomorrow,en,2014-05-27,2014,114,"Action, Science Fiction",11.9776,7.636,14914,178000000,370541256,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Live. Die. Repeat.,Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong","RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures",United States of America,PG-13,"deja vu, based on novel or book, restart, military officer, dystopia, affectation, training, alien, time loop, soldier",https://image.tmdb.org/t/p/w500/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg,https://www.themoviedb.org/movie/137113
1489187,tt33086385,You Drive Me Crazy,Сводишь с ума,ru,2025-10-09,2025,99,"Comedy, Romance, Fantasy",11.9613,8.2,8,0,0,"Alisa moves into a spacious apartment in St. Petersburg, where the mirror starts to malfunction, showing the young lodger a parallel reality of the same apartment. Only it is not Alisa who lives in this parallel reality, but the party animal Ivan. Will the young people be able to recognize true love and will they be able to unite their worlds in order to meet in reality and simply touch each other?",,Darya Lebedeva,"Mila Ershova, Yuri Nasonov, Anton Vasilyev, Anton Artemyev, Nadezhda Ivanova","Forza Film, All Media A Start Company, Ministry of Culture of the Russian Federation",Russia,,,https://image.tmdb.org/t/p/w500/uk20xvDxx36RAOnYCy86yiUGFP8.jpg,https://www.themoviedb.org/movie/1489187
68726,tt1663662,Pacific Rim,Pacific Rim,en,2013-07-11,2013,131,"Action, Science Fiction, Adventure",11.9542,6.918,13231,180000000,411000000,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.","To fight monsters, we created monsters.",Guillermo del Toro,"Charlie Hunnam, Rinko Kikuchi, Idris Elba, Max Martini, Clifton Collins Jr.","Double Dare You, Legendary Pictures",United States of America,PG-13,"monster, dystopia, giant monster, pacific, alaska, giant robot, apocalypse, hong kong, robot, alien invasion",https://image.tmdb.org/t/p/w500/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,https://www.themoviedb.org/movie/68726
1083381,tt26657236,Backrooms,Backrooms,en,2026-05-27,2026,105,"Horror, Mystery, Science Fiction",11.909,0.0,0,0,0,A strange doorway appears in the basement of a furniture showroom.,Everything must go.,Kane Parsons,"Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett, Lukita Maxwell","Atomic Monster, 21 Laps Entertainment, A24, Phobos, The North Road Company","United States of America, Canada",R,"monster, found footage, 1990s, other dimension, based on web series, based on short film, liminal, liminal space, analog horror, sci-fi horror",https://image.tmdb.org/t/p/w500/sXrAzKMrExpggcwoEwcpn8NDm4k.jpg,https://www.themoviedb.org/movie/1083381
68735,tt0803096,Warcraft,Warcraft,en,2016-05-25,2016,123,"Action, Adventure, Fantasy",11.8975,6.399,7201,160000000,433677183,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",Two worlds. One home.,Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper, Ben Schnetzer","Legendary Pictures, Atlas Entertainment, Blizzard Entertainment",United States of America,PG-13,"elves, dwarf, magic, betrayal, king, guardian, based on video game, wizard, chieftain, fictional language",https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg,https://www.themoviedb.org/movie/68735
1208348,tt14142060,Rental Family,Rental Family,en,2025-11-20,2025,110,"Drama, Comedy",11.8349,7.776,678,0,22574747,"An American actor in Tokyo struggles to find purpose until he lands an unusual gig: working for a Japanese 'rental family' agency, playing stand-in roles for strangers. As he immerses himself in his clients' worlds, he begins to form genuine bonds that blur the lines between performance and reality.",Happiness tailored to you!,Hikari,"Brendan Fraser, Takehiro Hira, Mari Yamamoto, Shannon Mahina Gorman, Akira Emoto","Sight Unseen Pictures, Domo Arigato Productions",United States of America,PG-13,"self-discovery, tragedy, tokyo, japan, expatriate, surrogate father, meditative, philosophical, reflective, actor, serene",https://image.tmdb.org/t/p/w500/A5lswNlytTUrnMWsuD0NFfhZlf3.jpg,https://www.themoviedb.org/movie/1208348
370172,tt2382320,No Time to Die,No Time to Die,en,2021-09-29,2021,163,"Action, Thriller, Adventure",11.8151,7.342,7006,250000000,774153024,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",The mission that changes everything begins…,Cary Joji Fukunaga,"Daniel Craig, Léa Seydoux, Rami Malek, Lashana Lynch, Ralph Fiennes","EON Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America",PG-13,"biological weapon, based on novel or book, parent child relationship, forgiveness, poison, spy, mi6, family, british secret service, parents",https://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,https://www.themoviedb.org/movie/370172
619979,tt2180339,Deep Water,Deep Water,en,2022-03-17,2022,116,"Drama, Mystery, Thriller",11.8069,5.821,1611,49000000,0,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,The love story is never the whole story.,Adrian Lyne,"Ben Affleck, Ana de Armas, Tracy Letts, Lil Rel Howery, Dash Mihok","New Regency Pictures, Entertainment 360, Film Rites, Keep Your Head Productions",United States of America,R,"infidelity, jealousy, based on novel or book, marriage, dysfunctional marriage, murder, cuckold, jealous husband, erotic thriller, unfaithful wife",https://image.tmdb.org/t/p/w500/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg,https://www.themoviedb.org/movie/619979
260514,tt3606752,Cars 3,Cars 3,en,2017-06-15,2017,102,"Animation, Family, Drama",11.7957,6.9,6332,175000000,383925276,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns.","From this moment, everything will change.",Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy",Pixar,United States of America,G,"sports, trainer, villain, sequel, anthropomorphism, travel, racing, high tech, aftercreditsstinger, cars",https://image.tmdb.org/t/p/w500/zg5RDxvIIAKsucjuU2EZJIHEIvz.jpg,https://www.themoviedb.org/movie/260514
64690,tt0780504,Drive,Drive,en,2011-09-15,2011,100,"Drama, Thriller, Crime",11.7956,7.583,13491,15000000,79713640,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",There are no clean getaways.,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac","FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",United States of America,R,"robbery, car mechanic, stuntman, beaten to death, revenge, organized crime, neighbor, police chase, los angeles, california, brutality",https://image.tmdb.org/t/p/w500/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,https://www.themoviedb.org/movie/64690
963261,,"Son's Girlfriend, Daddy's Girlfriend 2",아들의 여친 아빠의 여친 2,ko,2022-04-01,2022,70,Romance,11.7887,4.0,2,0,0,"Jeong-goo is in a relationship with his son's girlfriend, Mi-hee. Mi-hee feels guilty and breaks up with Yeong-jin, and Yeong-jin who is struggling because of it, got in a relationship with Joo-eun. Yeong-jin's ex-wife, Yeon-ri meets Jeong-goo by chance and finds out about the whole thing, and Yeon-ri who was curious about Jeong-goo, sleeps with him...",,Ri Yoon,"Yoo Jung, Kim Soo-ji, Lee Chae-dam, Cha Myung-Hoon, Park Do-jin",,South Korea,,softcore,https://image.tmdb.org/t/p/w500/6xu9crDySkzj16gfH89Elc2Yyqc.jpg,https://www.themoviedb.org/movie/963261
41446,tt1262416,Scream 4,Scream 4,en,2011-04-13,2011,111,"Horror, Mystery",11.7826,6.48,4124,40000000,97231420,"Fifteen years after the original Woodsboro murders, Sidney Prescott returns home to promote her new book about surviving trauma, only for a new Ghostface killer to emerge, targeting a new group of teens.",New decade. New rules.,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Emma Roberts, Hayden Panettiere","Dimension Films, Outerbanks Entertainment, Corvus Corax Productions",United States of America,R,"rescue, mask, sheriff, jealousy, dark comedy, victim, knife, self-inflicted injury, sequel, sociopath",https://image.tmdb.org/t/p/w500/g0YcSd5QpgGXOjg9tl0if0soOkE.jpg,https://www.themoviedb.org/movie/41446
240832,tt2872732,Lucy,Lucy,en,2014-07-25,2014,89,"Action, Science Fiction",11.7751,6.473,16944,40000000,469058574,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked, Julian Rhind-Tutt","EuropaCorp, Canal+, Ciné+, TF1 Films Production",France,R,"artificial intelligence (a.i.), telepathy, intelligence, drug mule, time travel, telekinesis, futuristic, drugs, super power, tough girl",https://image.tmdb.org/t/p/w500/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg,https://www.themoviedb.org/movie/240832
458156,tt6146586,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,en,2019-05-15,2019,131,"Action, Thriller, Crime",11.7559,7.438,11608,55000000,328349908,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.","If you want peace, prepare for war.",Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne, Mark Dacascos","Thunder Road, Lionsgate, 87Eleven",United States of America,R,"new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel",https://image.tmdb.org/t/p/w500/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,https://www.themoviedb.org/movie/458156
566525,tt9376612,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,en,2021-09-01,2021,132,"Action, Adventure, Fantasy",11.7074,7.5,10274,150000000,432243292,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,You can't outrun your destiny.,Destin Daniel Cretton,"Simu Liu, Tony Leung Chiu-wai, Awkwafina, Ben Kingsley, Zhang Meng'er",Marvel Studios,United States of America,PG-13,"martial arts, superhero, based on comic, mixed martial arts (mma), east asian lead, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), father son relationship",https://image.tmdb.org/t/p/w500/9f2Q0U3IOsLgrI2HkvldwSABZy5.jpg,https://www.themoviedb.org/movie/566525
1555951,tt37618850,Salikmata,Salikmata,tl,2025-10-22,2025,75,Thriller,11.6739,3.3,3,0,0,"In a remote town full of secrets and mysteries, a young man faces controversy after his secret relationship with a politician’s daughter is exposed. He must confront harsh consequences filled with deception, revenge, and unexplained events.",,BC Amparado,"Aliya Raymundo, Rinoa Halili, Aerol Carmelo, VJ Vera, Antonio Adlawan",Vivamax,,,,https://image.tmdb.org/t/p/w500/yE87eY4g9K8Z4qSNPvpvxWZRwQG.jpg,https://www.themoviedb.org/movie/1555951
507089,tt4589218,Five Nights at Freddy's,Five Nights at Freddy's,en,2023-10-25,2023,110,"Horror, Thriller",11.6627,7.335,4944,20000000,297242145,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",Can you survive five nights?,Emma Tammi,"Josh Hutcherson, Piper Rubio, Elizabeth Lail, Matthew Lillard, Mary Stuart Masterson","Blumhouse Productions, Scott Cawthon Productions",United States of America,PG-13,"night shift, child murder, restaurant, custody battle, child in peril, security guard, based on video game, evil child, duringcreditsstinger, troubled past",https://image.tmdb.org/t/p/w500/7BpNtNfxuocYEVREzVMO75hso1l.jpg,https://www.themoviedb.org/movie/507089
1483546,tt3975726,Book of Joshua: Walls of Jericho,Book of Joshua: Walls of Jericho,en,2025-06-03,2025,96,"Animation, Adventure",11.6603,8.0,2,0,0,"Led by Joshua, the Israelites abide by God's battle plan and witness the collapse of the mighty walls of Jericho, revealing the power of unwavering faith.",Faith. Courage. Triumph.,Tony Goss,"Mac Rogers, Merri Jamison, Xander Bailey, Allen Marsh, Alistair David Herz",,,NR,,https://image.tmdb.org/t/p/w500/zu54drUl5ZPSTrTOHSuFnImMz4A.jpg,https://www.themoviedb.org/movie/1483546
196867,tt1823664,Annie,Annie,en,2014-12-18,2014,118,"Comedy, Drama, Family",11.5942,6.2,1341,65000000,136853506,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",It's a hard knock life.,Will Gluck,"Quvenzhané Wallis, Jamie Foxx, Rose Byrne, Cameron Diaz, Bobby Cannavale","Marcy Media, Columbia Pictures, Olive Bridge Entertainment, Overbrook Entertainment",United States of America,PG,"new york city, child abuse, helicopter, musical, based on play or musical, based on comic, billionaire, orphan, foster sister, foster child",https://image.tmdb.org/t/p/w500/aKAM9V0izx4VhsdyAdBvAB26UCZ.jpg,https://www.themoviedb.org/movie/196867
293167,tt3731562,Kong: Skull Island,Kong: Skull Island,en,2017-03-08,2017,118,"Action, Adventure, Fantasy",11.5885,6.551,11058,185000000,566652812,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",All hail the king.,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, John Goodman, Brie Larson, Jing Tian","Legendary Pictures, Tencent Pictures","China, United States of America",PG-13,"vietnam veteran, island, monster, 1970s, expedition, giant monster, giant spider, creature, spin off, u.s. soldier",https://image.tmdb.org/t/p/w500/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,https://www.themoviedb.org/movie/293167
1170608,tt31378509,Dune: Part Three,Dune: Part Three,en,2026-12-16,2026,0,"Science Fiction, Drama",11.5673,0.0,0,0,0,"As Emperor, Paul Atreides grapples with the consequences of his rise to power as political conspiracies and a galaxy-spanning holy war threaten the future he alone can foresee.",The epic conclusion.,Denis Villeneuve,"Timothée Chalamet, Zendaya, Jason Momoa, Florence Pugh, Rebecca Ferguson",Legendary Pictures,United States of America,PG-13,"based on novel or book, space sci-fi, dune",https://image.tmdb.org/t/p/w500/b4wekkUaxExzOeGe7hKXzhnyXHt.jpg,https://www.themoviedb.org/movie/1170608
1301421,tt32565993,The Sheep Detectives,The Sheep Detectives,en,2026-05-06,2026,109,"Mystery, Crime, Comedy, Family",11.5558,0.0,0,0,0,"George is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.",A new breed of mystery.,Kyle Balda,"Hugh Jackman, Emma Thompson, Nicholas Braun, Nicholas Galitzine, Molly Gordon","Working Title Films, Lord Miller, Three Strange Angels, Amazon MGM Studios","United States of America, United Kingdom",PG,"shepherd, based on novel or book, murder mystery, talking animal",https://image.tmdb.org/t/p/w500/6QtL9rl3Zb4d8qW6EJ4qO5hSSfU.jpg,https://www.themoviedb.org/movie/1301421
1466115,tt39049192,Even If This Love Disappears Tonight,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",ko,2025-12-24,2025,106,"Romance, Drama",11.5483,8.383,128,0,5516015,"A high school girl wakes up each day with no memory of yesterday. When she agrees to date a shy classmate, can their love grow with every new beginning?",One night... One love... A thousand goodbyes...,Kim Hye-young,"Choo Young-woo, Shin Sia, Cho Yu-jung, Jin Ho-eun, Cho Han-cheul","BLUEFIRESTUDIO, O'FAN HOUSE, BY4M Studio",South Korea,PG-13,"amnesia, based on novel or book, remake, tearjerker, reflective, high school romance, slow burn, pure love, emotional growth, emotional",https://image.tmdb.org/t/p/w500/5eNN8KLDPUXDqIkTdCbmn1gx5P7.jpg,https://www.themoviedb.org/movie/1466115
1205225,tt9387532,Gates of Flesh,Gates of Flesh,en,2025-04-08,2025,91,"Horror, Thriller, Action",11.5415,5.892,37,0,0,"A group of friends attempt to escape the city after an outbreak of demon-possessions. The friends seek shelter in an abandoned church, but their plans for escape are ruined when one of them becomes possessed.",The undead will rise.,Bob Giordano,"Rae Olivier, Daniel Annone, Jarrod Beck, Marquita Goings, Morgan Robertson",Uproar Pictures,United States of America,,"apocalypse, demonic possession, abandoned church",https://image.tmdb.org/t/p/w500/cOiuCeECSRqzpwuY6wYKQzvPcXm.jpg,https://www.themoviedb.org/movie/1205225
299537,tt4154664,Captain Marvel,Captain Marvel,en,2019-03-06,2019,124,"Action, Adventure, Science Fiction",11.5237,6.8,16623,152000000,1131416446,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",Higher. Further. Faster.,"Ryan Fleck, Anna Boden","Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening",Marvel Studios,United States of America,PG-13,"superhero, based on comic, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, 1990s",https://image.tmdb.org/t/p/w500/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,https://www.themoviedb.org/movie/299537
568160,tt9426210,Weathering with You,天気の子,ja,2019-07-19,2019,112,"Animation, Drama, Fantasy, Romance",11.5189,7.982,2595,11100000,192729404,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",A story about the secret of this world that only I and she know.,Makoto Shinkai,"Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu, Sei Hiraizumi","CoMix Wave Films, Story, TOHO, KADOKAWA, jeki, Lawson Entertainment, ""Weathering With You"" Film Partners",Japan,PG-13,"japan, magic, climate change, rain, surrealism, weather, weather manipulation, romance, slice of life, tokyo, japan",https://image.tmdb.org/t/p/w500/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,https://www.themoviedb.org/movie/568160
49013,tt1216475,Cars 2,Cars 2,en,2011-06-11,2011,106,"Animation, Family, Adventure, Comedy",11.5047,6.174,8409,200000000,559852396,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,The Mission Begins.,John Lasseter,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer, Eddie Izzard","Pixar, Walt Disney Pictures",United States of America,G,"car race, sports, spy, villain, sequel, anthropomorphism, best friend, british spy, duringcreditsstinger, grand prix",https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,https://www.themoviedb.org/movie/49013
480530,tt6343314,Creed II,Creed II,en,2018-11-21,2018,130,"Drama, Action",11.4797,7.029,5739,50000000,214200000,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",There's more to lose than a title.,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Wood Harris, Russell Hornsby","Metro-Goldwyn-Mayer, New Line Cinema, Chartoff-Winkler Productions",United States of America,PG-13,"sports, rivalry, sequel, los angeles, california, angry, boxing, thoughtful, reflective, dedicated, box ring",https://image.tmdb.org/t/p/w500/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,https://www.themoviedb.org/movie/480530
75656,tt1670345,Now You See Me,Now You See Me,en,2013-05-29,2013,116,"Thriller, Crime",11.4651,7.332,16642,75000000,351723989,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,"The closer you look, the less you’ll see.",Louis Leterrier,"Jesse Eisenberg, Woody Harrelson, Isla Fisher, Dave Franco, Mark Ruffalo","Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana","United States of America, France",PG-13,"new york city, paris, france, escape, magic, bank, fbi, vault, new orleans, louisiana, investigation, heist",https://image.tmdb.org/t/p/w500/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,https://www.themoviedb.org/movie/75656
1249508,tt28500290,Grizzly Night,Grizzly Night,en,2026-07-02,2026,93,"Horror, Thriller, Drama",11.4537,0.0,0,3000000,0,"On August 12, 1967, in Montana's Glacier National Park, the unthinkable happened: that same night, nine miles apart, there were not one—but two—fatal grizzly bear attacks.",Two attacks. One night.,Burke Doeren,"Charles Esten, Oded Fehr, Brec Bassinger, Joel Johnstone, Lauren Call",Four J Films,United States of America,R,"based on true story, bear, somber, independent film, horror, thriller, tragic",https://image.tmdb.org/t/p/w500/d3UMQAw5EGRsLEnMfpxorHvbzHg.jpg,https://www.themoviedb.org/movie/1249508
845781,tt14948432,Red One,Red One,en,2024-10-31,2024,124,"Action, Comedy, Fantasy",11.4142,6.991,2994,250000000,185700759,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",The mission to save Christmas is on.,Jake Kasdan,"Dwayne Johnson, Chris Evans, Lucy Liu, J.K. Simmons, Bonnie Hunt","Seven Bucks Productions, The Detective Agency, Chris Morgan Productions, Amazon MGM Studios",United States of America,PG-13,"rescue, bounty hunter, holiday, kidnapping, santa claus, rescue mission, polar bear, rescue team, christmas, action comedy",https://image.tmdb.org/t/p/w500/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,https://www.themoviedb.org/movie/845781
127585,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,en,2014-05-15,2014,132,"Action, Adventure, Science Fiction",11.4043,7.53,16139,250000000,748045700,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"To save the future, they must alter the past.",Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen","Bad Hat Harry Productions, The Donners' Company, 20th Century Fox, Marvel Entertainment, TSG Entertainment, Genre Films",United States of America,PG-13,"1970s, superhero, mutant, time travel, based on comic, superhuman, storm, political intrigue , extinction, beast",https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,https://www.themoviedb.org/movie/127585
